numero,t,HDD1,HDD2,G1,G2,P1,P2,C,
51,357,14.93,6.97,38.24,4.61,11.92,17.17,1.231.353.150.890.981.42
52,363,15.52,6.71,38.24,4.36,12.52,17.76,1.281.303.150.841.031.46
53,370,15.52,7.47,39.43,4.86,14.89,16.58,1.281.453.250.941.231.37
54,376,14.34,6.97,38.24,4.10,11.92,17.17,1.181.353.150.800.981.42
55,383,13.75,6.46,38.24,4.36,12.52,17.76,1.131.253.150.841.031.46
56,392,14.93,7.47,38.83,4.86,13.70,16.58,1.231.453.200.941.131.37
57,399,14.34,6.21,37.05,4.86,12.52,15.39,1.181.203.050.941.031.27
58,406,13.15,7.47,38.83,4.86,15.48,18.35,1.081.453.200.941.281.51
59,412,14.34,6.97,37.05,4.61,16.07,17.17,1.181.353.050.891.331.42
60,418,14.34,7.22,37.65,4.36,11.92,17.17,1.181.403.100.840.981.42
61,425,14.34,6.97,38.83,5.37,12.52,18.35,1.181.353.201.041.031.51
62,431,15.52,7.47,38.24,4.61,13.70,17.17,1.281.453.150.891.131.42
63,437,14.34,6.46,37.65,5.37,11.92,17.17,1.181.253.101.040.981.42
64,447,14.93,7.22,39.43,4.61,14.89,18.35,1.231.403.250.891.231.51
65,454,13.75,6.97,38.83,5.87,13.11,17.17,1.131.353.201.141.081.42
66,460,14.93,7.22,38.24,5.11,13.70,17.17,1.231.403.150.991.131.42
67,467,16.12,7.22,38.83,5.11,13.70,18.95,1.331.403.200.991.131.56
68,473,14.34,6.71,37.05,4.61,11.33,17.76,1.181.303.050.890.931.46
69,479,14.34,6.71,38.83,4.36,14.30,15.98,1.181.303.200.841.181.32
70,487,14.93,6.97,40.02,5.11,15.48,18.95,1.231.353.300.991.281.56
71,496,13.75,7.22,37.05,5.37,11.33,16.58,1.131.403.051.040.931.37
72,502,14.34,6.46,40.02,4.86,13.70,16.58,1.181.253.300.941.131.37
73,508,14.34,6.71,37.65,5.37,14.89,18.95,1.181.303.101.041.231.56
74,515,14.34,6.71,37.05,4.86,12.52,16.58,1.181.303.050.941.031.37
75,521,14.34,6.46,38.24,4.61,14.30,17.76,1.181.253.150.891.181.46
76,529,14.34,6.71,38.83,5.37,14.89,18.35,1.181.303.201.041.231.51
77,535,13.75,6.71,39.43,4.61,10.15,17.17,1.131.303.250.890.841.42
78,541,13.75,7.47,38.24,5.37,14.89,18.95,1.131.453.151.041.231.56
79,550,13.75,7.72,37.05,5.11,13.11,17.17,1.131.503.050.991.081.42
80,557,13.75,7.47,37.05,4.36,12.52,16.58,1.131.453.050.841.031.37
81,563,14.93,7.22,38.24,5.87,10.74,17.17,1.231.403.151.140.891.42
82,570,13.75,6.97,38.24,5.62,14.30,18.35,1.131.353.151.091.181.51
83,577,16.12,6.46,35.87,4.10,11.33,17.76,1.331.252.960.800.931.46
84,583,13.75,6.46,37.65,4.61,14.30,18.35,1.131.253.100.891.181.51
85,589,13.15,6.97,38.24,4.86,13.70,18.35,1.081.353.150.941.131.51
86,598,16.12,7.22,37.05,5.62,12.52,17.76,1.331.403.051.091.031.46
87,605,14.34,6.71,40.02,5.11,11.92,15.98,1.181.303.300.990.981.32
88,612,14.34,6.71,37.65,4.61,11.33,17.17,1.181.303.100.890.931.42
89,619,13.75,6.71,36.46,4.86,11.33,16.58,1.131.303.010.940.931.37
90,625,15.52,6.46,38.83,4.61,13.11,17.76,1.281.253.200.891.081.46
91,631,15.52,6.97,39.43,5.11,13.11,19.54,1.281.353.250.991.081.61
92,638,13.75,7.22,38.24,5.11,13.11,18.35,1.131.403.150.991.081.51
93,644,15.52,7.22,38.24,5.37,14.30,18.35,1.281.403.151.041.181.51
94,653,14.34,6.46,38.24,5.11,13.11,16.58,1.181.253.150.991.081.37
95,660,13.15,6.71,37.05,4.86,12.52,18.95,1.081.303.050.941.031.56
96,667,16.12,7.47,39.43,5.11,13.70,17.76,1.331.453.250.991.131.46
97,673,14.34,6.71,37.65,4.61,13.11,17.76,1.181.303.100.891.081.46
98,679,14.34,7.22,36.46,4.86,13.11,16.58,1.181.403.010.941.081.37
99,686,14.34,6.97,40.02,4.86,12.52,15.98,1.181.353.300.941.031.32
100,692,15.52,6.46,37.65,5.62,11.33,18.35,1.281.253.101.090.931.51
101,702,15.52,6.71,37.05,4.61,13.70,15.98,1.281.303.050.891.131.32
102,709,14.93,7.47,38.83,5.62,13.70,18.35,1.231.453.201.091.131.51
103,715,14.34,7.47,37.65,4.61,12.52,18.35,1.181.453.100.891.031.51
104,722,13.15,7.22,36.46,5.62,12.52,17.76,1.081.403.011.091.031.46
105,728,14.93,7.22,39.43,4.61,13.11,17.76,1.231.403.250.891.081.46
106,734,14.34,7.47,39.43,5.37,11.33,17.17,1.181.453.251.040.931.42
107,742,12.56,6.46,37.05,4.86,14.30,17.76,1.041.253.050.941.181.46
108,748,16.12,6.97,38.83,4.86,14.30,17.17,1.331.353.200.941.181.42
109,757,14.93,6.97,37.05,4.36,11.92,18.35,1.231.353.050.840.981.51
110,763,14.34,6.71,37.65,5.37,13.11,18.35,1.181.303.101.041.081.51
111,770,14.93,6.97,38.83,4.86,13.70,17.17,1.231.353.200.941.131.42
112,776,13.75,6.71,37.65,5.11,13.70,17.17,1.131.303.100.991.131.42
113,784,14.34,6.97,38.24,4.86,11.33,18.95,1.181.353.150.940.931.56
114,790,15.52,6.97,38.24,4.86,12.52,16.58,1.281.353.150.941.031.37
115,797,15.52,6.97,37.05,3.85,13.11,16.58,1.281.353.050.751.081.37
116,806,14.34,7.47,39.43,4.86,14.89,17.76,1.181.453.250.941.231.46
117,812,15.52,7.47,37.65,4.36,14.30,17.76,1.281.453.100.841.181.46
118,819,14.34,6.46,39.43,4.10,11.92,16.58,1.181.253.250.800.981.37
119,826,15.52,6.97,37.65,4.61,13.11,18.95,1.281.353.100.891.081.56
120,832,14.34,6.71,37.05,4.61,12.52,17.17,1.181.303.050.891.031.42
121,839,11.97,6.97,37.65,4.86,13.11,18.35,0.991.353.100.941.081.51
122,845,14.93,7.22,37.65,5.37,13.11,17.76,1.231.403.101.041.081.46
123,852,14.34,6.71,37.05,5.11,14.30,18.35,1.181.303.050.991.181.51
124,861,14.34,6.21,36.46,5.37,13.70,17.17,1.181.203.011.041.131.42
125,868,14.34,8.23,38.83,5.11,13.11,17.76,1.181.593.200.991.081.46
126,875,14.34,6.97,38.24,4.61,14.30,16.58,1.181.353.150.891.181.37
127,881,14.34,6.97,37.65,5.11,13.11,17.76,1.181.353.100.991.081.46
128,887,16.12,7.72,39.43,4.86,13.70,16.58,1.331.503.250.941.131.37
129,894,14.34,7.22,38.24,4.86,11.92,16.58,1.181.403.150.940.981.37
130,900,14.34,6.46,37.65,4.61,13.11,17.17,1.181.253.100.891.081.42
131,909,14.34,7.22,38.83,4.86,12.52,18.95,1.181.403.200.941.031.56
132,917,13.75,6.97,39.43,4.36,12.52,17.17,1.131.353.250.841.031.42
133,923,16.12,6.97,39.43,4.61,11.92,17.76,1.331.353.250.890.981.46
134,929,14.34,6.71,38.24,4.86,12.52,16.58,1.181.303.150.941.031.37
135,936,14.34,6.46,37.65,4.36,13.11,17.17,1.181.253.100.841.081.42
136,942,14.34,6.97,39.43,5.11,14.30,15.98,1.181.353.250.991.181.32
137,949,14.93,7.47,38.24,4.61,13.70,19.54,1.231.453.150.891.131.61
138,959,14.93,6.97,38.24,4.86,11.33,17.17,1.231.353.150.940.931.42
139,965,16.12,7.47,38.83,4.10,12.52,17.17,1.331.453.200.801.031.42
140,972,14.93,6.97,38.83,4.86,13.70,16.58,1.231.353.200.941.131.37
141,978,13.75,6.97,37.05,4.36,13.70,17.76,1.131.353.050.841.131.46
142,984,15.52,6.46,37.65,5.11,11.92,18.95,1.281.253.100.990.981.56
143,991,14.93,7.22,37.65,4.86,13.11,17.17,1.231.403.100.941.081.42
144,998,13.75,6.71,37.65,5.62,11.33,16.58,1.131.303.101.090.931.37
145,1005,14.34,7.22,36.46,4.86,13.11,16.58,1.181.403.010.941.081.37
146,1014,13.75,6.71,37.65,4.86,12.52,18.95,1.131.303.100.941.031.56
147,1020,14.34,6.97,38.24,5.62,12.52,17.17,1.181.353.151.091.031.42
148,1027,14.34,6.71,38.24,5.11,13.70,18.95,1.181.303.150.991.131.56
149,1033,13.75,6.97,37.05,5.11,11.92,17.17,1.131.353.050.990.981.42
150,1040,14.34,6.97,37.65,3.85,13.11,18.35,1.181.353.100.751.081.51
151,1047,16.71,6.97,40.61,4.86,2.44,38.51,1.381.353.350.940.203.17
152,1053,13.75,6.71,38.83,5.11,7.18,44.44,1.131.303.200.990.593.66
153,1062,13.75,6.46,37.05,4.86,2.44,39.70,1.131.253.050.940.203.27
154,1069,14.34,7.72,37.65,5.37,0.66,39.70,1.181.503.101.040.053.27
155,1075,16.71,6.46,38.83,4.86,7.77,48.00,1.381.253.200.940.643.96
156,1082,14.93,6.46,37.65,4.36,0.66,34.95,1.231.253.100.840.052.88
157,1089,14.34,6.97,37.65,5.37,3.03,37.33,1.181.353.101.040.253.08
158,1095,13.75,7.22,37.05,5.11,3.62,42.07,1.131.403.050.990.303.47
159,1102,16.71,6.71,39.43,5.62,0.66,46.81,1.381.303.251.090.053.86
160,1108,14.93,7.22,37.05,5.62,7.18,46.22,1.231.403.051.090.593.81
161,1117,13.75,6.71,37.65,5.11,11.92,57.48,1.131.303.100.990.984.74
162,1125,14.93,6.97,38.83,4.86,20.82,61.04,1.231.353.200.941.725.03
163,1131,15.52,6.71,37.05,5.11,26.75,72.30,1.281.303.050.992.205.96
164,1137,14.93,6.97,38.24,4.36,34.45,80.60,1.231.353.150.842.846.65
165,1144,14.34,6.46,39.43,4.86,5.40,42.66,1.181.253.250.940.453.52
166,1150,13.75,6.97,41.20,5.11,7.18,81.20,1.131.353.400.990.596.69
167,1157,13.75,6.71,37.65,4.36,2.44,41.48,1.131.303.100.840.203.42
168,1167,16.12,6.71,38.83,5.37,5.40,42.07,1.331.303.201.040.453.47
169,1173,14.93,6.71,38.24,4.10,5.40,40.29,1.231.303.150.800.453.32
170,1180,14.34,6.71,38.83,4.61,5.40,40.29,1.181.303.200.890.453.32
171,1186,14.93,7.47,41.20,5.62,1.25,43.85,1.231.453.401.090.103.61
172,1192,13.75,6.97,37.65,5.37,1.25,35.55,1.131.353.101.040.102.93
173,1199,13.75,6.97,37.05,4.61,6.59,39.10,1.131.353.050.890.543.22
174,1205,14.93,6.71,37.65,5.37,2.44,33.18,1.231.303.101.040.202.73
175,1216,14.34,6.71,37.65,4.86,1.85,32.58,1.181.303.100.940.152.69
176,1222,13.75,6.71,37.65,4.36,2.44,36.73,1.131.303.100.840.203.03
177,1229,15.52,7.47,38.83,4.86,1.85,34.36,1.281.453.200.940.152.83
178,1235,15.52,6.71,39.43,5.11,0.66,33.18,1.281.303.250.990.052.73
179,1241,14.34,7.22,38.24,4.86,3.62,31.40,1.181.403.150.940.302.59
180,1248,14.93,7.97,37.65,5.37,2.44,33.18,1.231.553.101.040.202.73
181,1255,13.75,6.46,37.65,5.62,1.25,31.99,1.131.253.101.090.102.64
182,1262,14.34,7.22,38.24,5.11,13.11,79.42,1.181.403.150.991.086.55
183,1270,16.12,6.71,38.24,4.86,1.25,33.77,1.331.303.150.940.102.78
184,1277,14.93,6.46,37.05,5.37,1.25,33.77,1.231.253.051.040.102.78
185,1283,15.52,7.47,37.65,3.85,2.44,34.36,1.281.453.100.750.202.83
186,1290,14.34,6.46,37.65,5.37,0.66,35.55,1.181.253.101.040.052.93
187,1297,14.34,6.71,35.87,5.11,16.67,40.29,1.181.302.960.991.373.32
188,1304,15.52,6.97,38.83,5.11,1.25,33.18,1.281.353.200.990.102.73
189,1310,14.34,7.47,38.24,5.11,1.25,36.73,1.181.453.150.990.103.03
190,1319,16.12,6.97,37.65,4.61,3.03,39.10,1.331.353.100.890.253.22
191,1325,16.71,6.71,38.83,4.61,1.25,37.33,1.381.303.200.890.103.08
192,1332,13.75,7.72,38.24,4.86,36.23,82.38,1.131.503.150.942.996.79
193,1339,16.71,6.97,38.24,5.11,2.44,38.51,1.381.353.150.990.203.17
194,1345,15.52,6.97,37.65,5.37,0.66,39.70,1.281.353.101.040.053.27
195,1352,14.34,7.22,37.65,5.11,3.62,40.29,1.181.403.100.990.303.32
196,1358,13.75,6.97,37.65,4.86,2.44,39.70,1.131.353.100.940.203.27
197,1365,14.93,6.97,38.83,4.61,3.62,40.29,1.231.353.200.890.303.32
198,1374,14.93,7.47,38.24,5.11,3.62,36.73,1.231.453.150.990.303.03
199,1381,14.34,6.46,38.24,5.37,2.44,38.51,1.181.253.151.040.203.17
200,1387,14.34,6.97,39.43,5.37,1.85,37.92,1.181.353.251.040.153.13
201,1394,14.34,7.47,36.46,4.10,4.22,37.33,1.181.453.010.800.353.08
202,1400,14.34,6.21,40.02,4.86,1.85,37.92,1.181.203.300.940.153.13
203,1407,14.93,6.71,38.83,5.37,3.62,37.33,1.231.303.201.040.303.08
204,1413,14.93,7.22,40.02,4.61,3.03,41.48,1.231.403.300.890.253.42
205,1423,13.75,6.97,37.65,5.11,14.89,53.33,1.131.353.100.991.234.40
206,1429,15.52,6.97,40.02,5.37,13.11,53.33,1.281.353.301.041.084.40
207,1436,14.93,6.21,39.43,4.10,17.26,57.48,1.231.203.250.801.424.74
208,1442,14.93,6.97,38.24,4.86,12.52,52.15,1.231.353.150.941.034.30
209,1449,16.12,7.47,38.83,5.11,5.40,43.85,1.331.453.200.990.453.61
210,1455,12.56,6.71,37.65,5.11,41.57,88.31,1.041.303.100.993.437.28
211,1462,14.34,6.97,37.65,4.86,33.86,87.72,1.181.353.100.942.797.23
212,1471,13.75,6.71,39.43,5.37,12.52,55.11,1.131.303.251.041.034.54
213,1478,13.75,6.97,39.43,4.86,7.77,46.81,1.131.353.250.940.643.86
214,1484,15.52,7.22,38.83,5.62,0.66,33.77,1.281.403.201.090.052.78
215,1491,14.93,6.46,38.83,4.86,0.66,36.73,1.231.253.200.940.053.03
216,1497,13.15,7.22,36.46,4.86,1.25,32.58,1.081.403.010.940.102.69
217,1504,16.12,7.47,38.24,4.61,1.25,31.99,1.331.453.150.890.102.64
218,1511,14.93,6.97,38.83,4.86,1.85,32.58,1.231.353.200.940.152.69
219,1517,14.34,6.46,38.83,4.86,3.03,29.03,1.181.253.200.940.252.39
220,1526,14.93,7.22,38.83,4.86,1.85,34.95,1.231.403.200.940.152.88
221,1533,15.52,6.71,38.24,4.61,3.03,30.80,1.281.303.150.890.252.54
222,1539,13.75,6.71,38.83,4.86,3.62,33.18,1.131.303.200.940.302.73
223,1545,13.75,7.47,38.24,5.37,3.03,29.62,1.131.453.151.040.252.44
224,1553,14.34,6.97,38.83,4.61,0.66,33.18,1.181.353.200.890.052.73
225,1559,16.12,6.21,36.46,4.10,3.62,30.80,1.331.203.010.800.302.54
226,1566,14.34,7.22,40.02,5.87,5.40,30.21,1.181.403.301.140.452.49
227,1581,14.93,6.46,37.05,5.11,4.22,30.21,1.231.253.050.990.352.49
228,1588,14.34,7.47,39.43,5.37,4.22,30.80,1.181.453.251.040.352.54
229,1595,14.34,7.22,37.65,4.36,1.85,30.80,1.181.403.100.840.152.54
230,1602,15.52,6.97,37.05,5.37,1.25,32.58,1.281.353.051.040.102.69
231,1608,14.93,7.22,38.24,5.87,3.62,33.18,1.231.403.151.140.302.73
232,1614,14.93,7.22,37.65,4.86,2.44,33.18,1.231.403.100.940.202.73
233,1621,14.93,7.22,37.65,4.61,4.22,36.73,1.231.403.100.890.353.03
234,1627,14.93,6.71,39.43,4.86,4.22,33.77,1.231.303.250.940.352.78
235,1638,13.75,6.71,37.65,4.10,1.85,41.48,1.131.303.100.800.153.42
236,1644,16.71,6.97,38.24,4.61,1.85,36.14,1.381.353.150.890.152.98
237,1651,14.34,6.97,38.24,4.86,1.85,34.36,1.181.353.150.940.152.83
238,1657,13.15,7.22,37.05,4.36,0.66,34.95,1.081.403.050.840.052.88
239,1664,14.34,6.97,39.43,5.37,35.64,89.50,1.181.353.251.042.947.38
240,1670,16.12,6.97,38.83,4.61,33.27,88.31,1.331.353.200.892.747.28
241,1676,14.34,7.22,37.05,5.62,35.64,83.57,1.181.403.051.092.946.89
242,1686,15.52,7.22,39.43,5.37,30.30,79.42,1.281.403.251.042.506.55
243,1693,13.75,7.47,37.05,4.61,28.52,77.05,1.131.453.050.892.356.35
244,1699,14.93,6.71,37.65,4.86,28.52,71.71,1.231.303.100.942.355.91
245,1706,14.34,7.72,37.65,5.11,35.64,83.57,1.181.503.100.992.946.89
246,1712,14.93,7.22,37.05,4.86,1.85,42.07,1.231.403.050.940.153.47
247,1719,13.75,6.46,37.65,4.86,4.81,42.66,1.131.253.100.940.403.52
248,1726,14.93,7.97,38.24,5.11,4.81,41.48,1.231.553.150.990.403.42
249,1735,14.34,6.71,39.43,5.11,4.81,40.88,1.181.303.250.990.403.37
250,1741,14.34,6.71,38.24,5.37,4.22,40.88,1.181.303.151.040.353.37
251,1748,14.93,7.47,38.83,5.62,0.66,33.77,1.231.453.201.090.052.78
252,1754,14.34,6.46,37.65,4.61,1.25,35.55,1.181.253.100.890.102.93
253,1760,14.93,6.71,38.24,5.37,15.48,37.92,1.231.303.151.041.283.13
254,1768,16.12,7.22,39.43,5.37,3.03,33.77,1.331.403.251.040.252.78
255,1774,15.52,7.72,38.24,4.86,15.48,81.79,1.281.503.150.941.286.74
256,1781,14.93,6.97,37.05,4.36,37.42,85.94,1.231.353.050.843.087.08
257,1790,16.12,6.71,39.43,4.86,30.30,81.20,1.331.303.250.942.506.69
258,1796,12.56,6.97,38.24,4.10,11.92,49.78,1.041.353.150.800.984.10
259,1803,16.12,6.71,39.43,4.61,1.25,37.92,1.331.303.250.890.103.13
260,1810,14.93,7.22,37.05,4.86,13.70,51.55,1.231.403.050.941.134.25
261,1816,14.93,6.46,38.24,4.86,6.59,40.88,1.231.253.150.940.543.37
262,1823,15.52,6.97,38.24,5.11,4.81,40.88,1.281.353.150.990.403.37
263,1829,16.12,7.47,39.43,5.11,1.25,36.14,1.331.453.250.990.102.98
264,1838,13.75,6.97,37.65,4.61,1.25,33.18,1.131.353.100.890.102.73
265,1844,14.34,7.47,39.43,4.61,1.25,36.14,1.181.453.250.890.102.98
266,1852,14.93,6.71,37.65,4.86,18.45,61.04,1.231.303.100.941.525.03
267,1858,13.15,7.97,37.05,4.61,4.81,39.70,1.081.553.050.890.403.27
268,1865,15.52,6.71,41.20,5.11,28.52,78.23,1.281.303.400.992.356.45
269,1871,14.93,7.72,38.24,5.11,27.34,77.64,1.231.503.150.992.256.40
270,1878,14.34,6.21,37.65,4.61,27.93,75.27,1.181.203.100.892.306.21
271,1887,15.52,7.47,38.24,5.37,11.33,51.55,1.281.453.151.040.934.25
272,1894,13.15,7.22,38.24,4.61,10.74,51.55,1.081.403.150.890.894.25
273,1900,16.12,6.97,38.83,4.86,6.59,43.85,1.331.353.200.940.543.61
274,1907,14.34,6.71,40.61,5.11,6.59,45.63,1.181.303.350.990.543.76
275,1913,14.93,7.22,38.24,4.61,1.25,36.14,1.231.403.150.890.102.98
276,1920,13.75,6.71,37.05,5.11,0.66,34.36,1.131.303.050.990.052.83
277,1926,15.52,7.47,38.24,4.61,2.44,37.33,1.281.453.150.890.203.08
278,1932,14.93,7.47,37.05,5.11,0.66,36.14,1.231.453.050.990.052.98
279,1942,15.52,7.22,37.05,4.61,1.25,34.36,1.281.403.050.890.102.83
280,1949,13.75,7.22,38.83,6.12,2.44,34.36,1.131.403.201.190.202.83
281,1955,15.52,5.96,38.83,4.10,1.25,34.36,1.281.153.200.800.102.83
282,1962,14.93,6.97,38.83,4.61,0.66,34.36,1.231.353.200.890.052.83
283,1968,16.12,7.22,38.24,5.11,0.66,34.95,1.331.403.150.990.052.88
284,1974,14.93,6.71,38.83,4.86,1.85,33.77,1.231.303.200.940.152.78
285,1982,14.93,6.97,38.83,4.36,1.25,34.36,1.231.353.200.840.102.83
286,1990,14.34,7.22,36.46,5.11,7.18,49.18,1.181.403.010.990.594.05
287,1997,15.52,7.47,37.65,4.61,4.22,48.00,1.281.453.100.890.353.96
288,2003,14.93,6.46,37.05,4.86,8.37,45.03,1.231.253.050.940.693.71
289,2010,14.93,7.72,39.43,5.11,6.59,43.85,1.231.503.250.990.543.61
290,2016,14.93,6.71,36.46,5.11,8.37,44.44,1.231.303.010.990.693.66
291,2024,14.34,6.46,37.65,4.61,8.37,45.63,1.181.253.100.890.693.76
292,2030,16.12,6.97,40.02,5.62,6.59,43.25,1.331.353.301.090.543.57
293,2036,14.34,6.71,37.65,5.11,9.55,44.44,1.181.303.100.990.793.66
294,2046,15.52,7.47,38.24,4.61,6.59,46.22,1.281.453.150.890.543.81
295,2052,14.93,7.22,37.65,5.11,6.59,45.03,1.231.403.100.990.543.71
296,2058,15.52,6.71,37.65,4.61,6.59,42.66,1.281.303.100.890.543.52
297,2066,14.34,6.97,37.65,5.11,19.04,60.45,1.181.353.100.991.574.98
298,2072,14.34,6.97,37.65,5.37,11.33,47.40,1.181.353.101.040.933.91
299,2079,13.75,6.97,37.05,5.11,1.25,33.77,1.131.353.050.990.102.78
300,2085,14.34,6.97,38.83,4.86,1.25,36.73,1.181.353.200.940.103.03
301,2094,14.93,7.47,38.83,4.86,1.25,34.95,1.231.453.200.940.102.88
302,2101,14.93,6.97,38.24,4.61,0.66,35.55,1.231.353.150.890.052.93
303,2108,14.93,7.47,38.83,5.11,2.44,34.36,1.231.453.200.990.202.83
304,2114,14.93,6.46,38.83,5.11,14.30,46.81,1.231.253.200.991.183.86
305,2121,13.75,6.46,37.65,5.11,20.22,66.97,1.131.253.100.991.675.52
306,2127,15.52,7.22,38.24,5.11,1.85,39.10,1.281.403.150.990.153.22
307,2134,13.75,7.47,37.65,4.86,1.25,36.14,1.131.453.100.940.102.98
308,2143,14.34,6.71,38.83,4.86,1.25,32.58,1.181.303.200.940.102.69
309,2150,15.52,6.97,39.43,5.11,2.44,34.95,1.281.353.250.990.202.88
310,2157,14.34,6.71,39.43,4.10,0.66,32.58,1.181.303.250.800.052.69
311,2163,14.93,7.22,37.05,4.10,4.81,30.80,1.231.403.050.800.402.54
312,2169,13.15,6.97,38.83,5.37,2.44,34.95,1.081.353.201.040.202.88
313,2176,13.75,7.22,38.24,4.36,2.44,30.80,1.131.403.150.840.202.54
314,2182,13.75,7.47,38.83,4.86,2.44,33.18,1.131.453.200.940.202.73
315,2189,14.93,7.47,37.65,5.37,2.44,34.95,1.231.453.101.040.202.88
316,2199,15.52,6.71,37.05,4.61,3.03,30.80,1.281.303.050.890.252.54
317,2205,15.52,7.22,39.43,5.62,1.25,33.77,1.281.403.251.090.102.78
318,2211,14.34,7.22,37.05,5.37,4.81,30.21,1.181.403.051.040.402.49
319,2218,15.52,5.96,37.65,4.61,3.03,31.99,1.281.153.100.890.252.64
320,2224,14.34,7.47,37.05,5.11,2.44,30.80,1.181.453.050.990.202.54
321,2231,15.52,5.96,40.61,4.86,1.25,33.18,1.281.153.350.940.102.73
322,2238,14.93,7.22,38.83,4.61,1.25,38.51,1.231.403.200.890.103.17
323,2247,14.93,6.97,38.83,5.37,3.03,34.36,1.231.353.201.040.252.83
324,2253,14.34,6.97,37.65,4.86,1.25,36.14,1.181.353.100.940.102.98
325,2260,13.75,6.71,39.43,5.37,9.55,49.78,1.131.303.251.040.794.10
326,2266,14.93,7.47,38.83,4.61,1.25,39.10,1.231.453.200.890.103.22
327,2273,14.34,6.97,38.83,5.37,5.40,36.14,1.181.353.201.040.452.98
